ending,endingstem,penSyl,person,number,tense,mood,suff1,suff2,stemC1,stemC2,stemC3
er,ñ,ANY,2,1,4,0,ñeríais,ANY,ANY,ANY,ANY
er,ñ,ANY,3,1,4,0,ñerían,ANY,ANY,ANY,ANY
er,en,ANY,1,0,4,0,endría,ANY,ANY,ANY,ANY
er,en,ANY,2,0,4,0,endrías,ANY,ANY,ANY,ANY
er,en,ANY,3,0,4,0,endría,ANY,ANY,ANY,ANY
er,en,ANY,1,1,4,0,endríamos,ANY,ANY,ANY,ANY
er,en,ANY,2,1,4,0,endríais,ANY,ANY,ANY,ANY
er,en,ANY,3,1,4,0,endrían,ANY,ANY,ANY,ANY
er,ANY,tra,1,0,4,0,ería,ANY,tra,ANY,ANY
er,ANY,tra,2,0,4,0,erías,ANY,tra,ANY,ANY
er,ANY,tra,3,0,4,0,ería,ANY,tra,ANY,ANY
er,ANY,tra,1,1,4,0,eríamos,ANY,tra,ANY,ANY
er,ANY,tra,2,1,4,0,eríais,ANY,tra,ANY,ANY
er,ANY,tra,3,1,4,0,erían,ANY,tra,ANY,ANY
er,ANY,val,1,0,4,0,ría,ANY,vald,ANY,ANY
er,ANY,val,2,0,4,0,rías,ANY,vald,ANY,ANY
er,ANY,val,3,0,4,0,ría,ANY,vald,ANY,ANY
er,ANY,val,1,1,4,0,ríamos,ANY,vald,ANY,ANY
er,ANY,val,2,1,4,0,ríais,ANY,vald,ANY,ANY
er,ANY,val,3,1,4,0,rían,ANY,vald,ANY,ANY
er,v,ANY,1,0,4,0,vería,ANY,ANY,ANY,ANY
er,v,ANY,2,0,4,0,verías,ANY,ANY,ANY,ANY
er,v,ANY,3,0,4,0,vería,ANY,ANY,ANY,ANY
er,v,ANY,1,1,4,0,veríamos,ANY,ANY,ANY,ANY
er,v,ANY,2,1,4,0,veríais,ANY,ANY,ANY,ANY
er,v,ANY,3,1,4,0,verían,ANY,ANY,ANY,ANY
er,ANY,yac,1,0,4,0,ería,ANY,yac,ANY,ANY
er,ANY,yac,2,0,4,0,erías,ANY,yac,ANY,ANY
er,ANY,yac,3,0,4,0,ería,ANY,yac,ANY,ANY
er,ANY,yac,1,1,4,0,eríamos,ANY,yac,ANY,ANY
er,ANY,yac,2,1,4,0,eríais,ANY,yac,ANY,ANY
er,ANY,yac,3,1,4,0,erían,ANY,yac,ANY,ANY
er,ANY,ANY,2,0,0,2,e,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,0,2,ed,ANY,ANY,ANY,ANY
er,ec,ANY,2,0,0,2,ece,ANY,ANY,ANY,ANY
er,ec,ANY,2,1,0,2,eced,ANY,ANY,ANY,ANY
er,ANY,cab,2,0,0,2,e,ANY,cab,ANY,ANY
er,ANY,cab,2,1,0,2,ed,ANY,cab,ANY,ANY
er,ca,ANY,2,0,0,2,cae,ANY,ANY,ANY,ANY
er,ca,ANY,2,1,0,2,caed,ANY,ANY,ANY,ANY
er,ANY,e,2,0,0,2,e,ANY,ie,ANY,ANY
er,ANY,e,2,1,0,2,ed,ANY,e,ANY,ANY
er,hab,ANY,2,0,0,2,he,ANY,ANY,ANY,ANY
er,hab,ANY,2,1,0,2,habed,ANY,ANY,ANY,ANY
er,ac,ANY,2,0,0,2,az,ANY,ANY,ANY,ANY
er,ac,ANY,2,1,0,2,aced,ANY,ANY,ANY,ANY
er,e,ANY,2,0,0,2,ee,ANY,ANY,ANY,ANY
er,e,ANY,2,0,0,2,eed,ANY,ANY,ANY,ANY
er,ANY,o,2,0,0,2,e,ANY,ue,ANY,ANY
er,ANY,o,2,1,0,2,ed,ANY,o,ANY,ANY
er,c,o,2,0,0,2,ce,ANY,ue,ANY,ANY
er,c,o,2,1,0,2,ced,ANY,o,ANY,ANY
er,ANY,ol,2,0,0,2,e,ANY,huel,ANY,ANY
er,ANY,ol,2,1,0,2,ed,ANY,ol,ANY,ANY
er,pon,ANY,2,0,0,2,pon,ANY,po,ANY,ANY
er,pon,ANY,2,1,0,2,poned,ANY,pon,ANY,ANY
er,ANY,quer,2,0,0,2,e,ANY,quier,ANY,ANY
er,ANY,quer,2,1,0,2,ed,ANY,quer,ANY,ANY
er,ANY,ra,2,0,0,2,e,ANY,ra,ANY,ANY
er,ANY,ra,2,1,0,2,ed,ANY,ra,ANY,ANY
er,ñ,ANY,2,0,0,2,ñe,ANY,ANY,ANY,ANY
er,ñ,ANY,2,1,0,2,ñed,ANY,ANY,ANY,ANY
er,en,ANY,2,0,0,2,en,ANY,ANY,ANY,ANY
er,en,ANY,2,1,0,2,ened,ANY,ANY,ANY,ANY
er,ANY,tra,2,0,0,2,e,ANY,tra,ANY,ANY
er,ANY,tra,2,1,0,2,ed,ANY,tra,ANY,ANY
er,ANY,val,2,0,0,2,e,ANY,val,ANY,ANY
er,ANY,val,2,1,0,2,ed,ANY,val,ANY,ANY
er,v,ANY,2,0,0,2,ve,ANY,ANY,ANY,ANY
er,v,ANY,2,1,0,2,ved,ANY,ANY,ANY,ANY
er,ANY,yac,2,0,0,2,e,ANY,yac,ANY,ANY
er,ANY,yac,2,1,0,2,ed,ANY,yac,ANY,ANY
er,ANY,ANY,0,0,0,3,er,ANY,ANY,ANY,ANY
er,ec,ANY,0,0,0,3,ecer,ANY,ANY,ANY,ANY
er,ANY,cab,0,0,0,3,er,ANY,cab,ANY,ANY
er,ca,ANY,0,0,0,3,caer,ANY,ANY,ANY,ANY
er,ANY,e,0,0,0,3,er,ANY,e,ANY,ANY
er,hab,ANY,0,0,0,3,haber,ANY,ANY,ANY,ANY
er,ac,ANY,0,0,0,3,acer,ANY,ANY,ANY,ANY
er,e,ANY,0,0,0,3,eer,ANY,ANY,ANY,ANY
er,ANY,o,0,0,0,3,er,ANY,o,ANY,ANY
er,c,o,0,0,0,3,cer,ANY,o,ANY,ANY
er,ANY,ol,0,0,0,3,er,ANY,ol,ANY,ANY
er,pon,ANY,0,0,0,3,poner,ANY,ANY,ANY,ANY
er,ANY,quer,0,0,0,3,er,ANY,quer,ANY,ANY
er,ANY,ra,0,0,0,3,er,ANY,ra,ANY,ANY
er,ñ,ANY,0,0,0,3,ñer,ANY,ANY,ANY,ANY
er,en,ANY,0,0,0,3,ener,ANY,ANY,ANY,ANY
er,ANY,tra,0,0,0,3,er,ANY,tra,ANY,ANY
er,ANY,val,0,0,0,3,er,ANY,val,ANY,ANY
er,v,ANY,0,0,0,3,ver,ANY,ANY,ANY,ANY
er,ANY,yac,0,0,0,3,er,ANY,yac,ANY,ANY
er,ANY,ANY,0,0,1,3,ido,ANY,ANY,ANY,ANY
er,ec,ANY,0,0,1,3,ecido,ANY,ANY,ANY,ANY
er,ANY,cab,0,0,1,3,ido,ANY,cab,ANY,ANY
er,ca,ANY,0,0,1,3,caído,ANY,ANY,ANY,ANY
er,ANY,e,0,0,1,3,ido,ANY,e,ANY,ANY
er,hab,ANY,0,0,1,3,habido,ANY,ANY,ANY,ANY
er,ac,ANY,0,0,1,3,echo,ANY,ANY,ANY,ANY
er,e,ANY,0,0,1,3,eído,ANY,ANY,ANY,ANY
er,ANY,o,0,0,1,3,ido,ANY,o,ANY,ANY
er,c,o,0,0,1,3,ido,ho,o,ANY,ANY
er,ANY,ol,0,0,1,3,ido,ANY,ol,ANY,ANY
er,pon,ANY,0,0,1,3,puesto,ANY,ANY,ANY,ANY
er,ANY,quer,0,0,1,3,ido,ANY,quer,ANY,ANY
er,ANY,ra,0,0,1,3,ído,ANY,ra,ANY,ANY
er,ñ,ANY,0,0,1,3,ñido,ANY,ANY,ANY,ANY
er,en,ANY,0,0,1,3,enido,ANY,ANY,ANY,ANY
er,ANY,tra,0,0,1,3,ído,ANY,tra,ANY,ANY
er,ANY,val,0,0,1,3,ido,ANY,val,ANY,ANY
er,v,ANY,0,0,1,3,visto,ANY,ANY,ANY,ANY
er,ANY,yac,0,0,1,3,ido,ANY,yac,ANY,ANY
er,ANY,ANY,0,0,2,3,iendo,ANY,ANY,ANY,ANY
er,ec,ANY,0,0,2,3,eciendo,ANY,ANY,ANY,ANY
er,ANY,cab,0,0,2,3,iendo,ANY,cab,ANY,ANY
er,ca,ANY,0,0,2,3,cayendo,ANY,ANY,ANY,ANY
er,ANY,e,0,0,2,3,iendo,ANY,e,ANY,ANY
er,hab,ANY,0,0,2,3,habiendo,ANY,ANY,ANY,ANY
er,ac,ANY,0,0,2,3,aciendo,ANY,ANY,ANY,ANY
er,e,ANY,0,0,2,3,eyendo,ANY,ANY,ANY,ANY
er,ANY,o,0,0,0,3,iendo,ANY,o,ANY,ANY
er,c,o,0,0,0,3,ciendo,ANY,o,ANY,ANY
er,ANY,ol,0,0,0,3,iendo,ANY,ol,ANY,ANY
er,pon,ANY,0,0,0,3,poniendo,ANY,ANY,ANY,ANY
er,ANY,quer,0,0,0,3,iendo,ANY,quer,ANY,ANY
er,ANY,ra,0,0,2,3,yendo,ANY,ra,ANY,ANY
er,ñ,ANY,0,0,2,3,ñendo,ANY,ANY,ANY,ANY
er,en,ANY,0,0,2,3,eniendo,ANY,ANY,ANY,ANY
er,ANY,tra,0,0,2,3,yendo,ANY,tra,ANY,ANY
er,ANY,val,0,0,2,3,iendo,ANY,val,ANY,ANY
er,v,ANY,0,0,2,3,viendo,ANY,ANY,ANY,ANY
er,ANY,yac,0,0,2,3,iendo,ANY,yac,ANY,ANY
er,c,ANY,1,0,0,1,zca,ANY,ANY,ANY,ANY
er,c,ANY,2,0,0,1,zcas,ANY,ANY,ANY,ANY
er,c,ANY,3,0,0,1,zca,ANY,ANY,ANY,ANY
er,c,ANY,1,1,0,1,zcamos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,0,1,zcáis,ANY,ANY,ANY,ANY
er,c,ANY,3,1,0,1,zcan,ANY,ANY,ANY,ANY
er,ANY,cab,1,0,0,1,a,ANY,quep,ANY,ANY
er,ANY,cab,2,0,0,1,as,ANY,quep,ANY,ANY
er,ANY,cab,3,0,0,1,a,ANY,quep,ANY,ANY
er,ANY,cab,1,1,0,1,amos,ANY,quep,ANY,ANY
er,ANY,cab,2,1,0,1,áis,ANY,quep,ANY,ANY
er,ANY,cab,3,1,0,1,an,ANY,quep,ANY,ANY
er,ca,ANY,1,0,0,1,caiga,ANY,ANY,ANY,ANY
er,ca,ANY,2,0,0,1,caigas,ANY,ANY,ANY,ANY
er,ca,ANY,3,0,0,1,caiga,ANY,ANY,ANY,ANY
er,ca,ANY,1,1,0,1,caigamos,ANY,ANY,ANY,ANY
er,ca,ANY,2,1,0,1,caigáis,ANY,ANY,ANY,ANY
er,ca,ANY,3,1,0,1,caigan,ANY,ANY,ANY,ANY
er,ANY,e,1,0,0,1,a,ANY,ie,ANY,ANY
er,ANY,e,2,0,0,1,as,ANY,ie,ANY,ANY
er,ANY,e,3,0,0,1,a,ANY,ie,ANY,ANY
er,ANY,e,1,1,0,1,amos,ANY,e,ANY,ANY
er,ANY,e,2,1,0,1,áis,ANY,e,ANY,ANY
er,ANY,e,3,1,0,1,an,ANY,ie,ANY,ANY
er,hab,ANY,1,0,0,1,haya,ANY,ANY,ANY,ANY
er,hab,ANY,2,0,0,1,hayas,ANY,ANY,ANY,ANY
er,hab,ANY,3,0,0,1,haya,ANY,ANY,ANY,ANY
er,hab,ANY,1,1,0,1,hayamos,ANY,ANY,ANY,ANY
er,hab,ANY,2,1,0,1,hayáis,ANY,ANY,ANY,ANY
er,hab,ANY,3,1,0,1,hayan,ANY,ANY,ANY,ANY
er,ac,ANY,1,0,0,1,aga,ANY,ag,ANY,ANY
er,ac,ANY,2,0,0,1,agas,ANY,ag,ANY,ANY
er,ac,ANY,3,0,0,1,aga,ANY,ag,ANY,ANY
er,ac,ANY,1,1,0,1,agamos,ANY,ag,ANY,ANY
er,ac,ANY,2,1,0,1,agáis,ANY,ag,ANY,ANY
er,ac,ANY,3,1,0,1,agan,ANY,ag,ANY,ANY
er,e,ANY,1,0,0,1,ea,ANY,ANY,ANY,ANY
er,e,ANY,2,0,0,1,eas,ANY,ANY,ANY,ANY
er,e,ANY,3,0,0,1,ea,ANY,ANY,ANY,ANY
er,e,ANY,1,1,0,1,eamos,ANY,ANY,ANY,ANY
er,e,ANY,2,1,0,1,eáis,ANY,ANY,ANY,ANY
er,e,ANY,3,1,0,1,ean,ANY,ANY,ANY,ANY
er,ANY,o,1,0,0,1,a,ANY,ue,ANY,ANY
er,ANY,o,2,0,0,1,as,ANY,ue,ANY,ANY
er,ANY,o,3,0,0,1,a,ANY,ue,ANY,ANY
er,ANY,o,1,1,0,1,amos,ANY,o,ANY,ANY
er,ANY,o,2,1,0,1,áis,ANY,o,ANY,ANY
er,ANY,o,3,1,0,1,an,ANY,ue,ANY,ANY
er,c,o,1,0,0,1,za,ANY,ue,ANY,ANY
er,c,o,2,0,0,1,zas,ANY,ue,ANY,ANY
er,c,o,3,0,0,1,za,ANY,ue,ANY,ANY
er,c,o,1,1,0,1,zamos,ANY,o,ANY,ANY
er,c,o,2,1,0,1,záis,ANY,o,ANY,ANY
er,c,o,3,1,0,1,zan,ANY,ue,ANY,ANY
er,ANY,ol,1,0,0,1,a,ANY,huel,ANY,ANY
er,ANY,ol,2,0,0,1,as,ANY,huel,ANY,ANY
er,ANY,ol,3,0,0,1,a,ANY,huel,ANY,ANY
er,ANY,ol,1,1,0,1,amos,ANY,ol,ANY,ANY
er,ANY,ol,2,1,0,1,áis,ANY,ol,ANY,ANY
er,ANY,ol,3,1,0,1,an,ANY,huel,ANY,ANY
er,pon,ANY,1,0,0,1,ponga,ANY,ANY,ANY,ANY
er,pon,ANY,2,0,0,1,pongas,ANY,ANY,ANY,ANY
er,pon,ANY,3,0,0,1,ponga,ANY,ANY,ANY,ANY
er,pon,ANY,1,1,0,1,pongamos,ANY,ANY,ANY,ANY
er,pon,ANY,2,1,0,1,pongáis,ANY,ANY,ANY,ANY
er,pon,ANY,3,1,0,1,pongan,ANY,ANY,ANY,ANY
er,ANY,quer,1,0,0,1,a,ANY,quie,ANY,ANY
er,ANY,quer,2,0,0,1,as,ANY,quie,ANY,ANY
er,ANY,quer,3,0,0,1,a,ANY,quie,ANY,ANY
er,ANY,quer,1,1,0,1,amos,ANY,quer,ANY,ANY
er,ANY,quer,2,1,0,1,áis,ANY,quer,ANY,ANY
er,ANY,quer,3,1,0,1,an,ANY,quie,ANY,ANY
er,ANY,ra,1,0,0,1,a,ANY,raig,ray,ANY
er,ANY,ra,2,0,0,1,as,ANY,raig,ray,ANY
er,ANY,ra,3,0,0,1,a,ANY,raig,ray,ANY
er,ANY,ra,1,1,0,1,amos,ANY,raig,ray,ANY
er,ANY,ra,2,1,0,1,áis,ANY,raig,ray,ANY
er,ANY,ra,3,1,0,1,an,ANY,raig,ray,ANY
er,ñ,ANY,1,0,0,1,ña,ANY,ANY,ANY,ANY
er,ñ,ANY,2,0,0,1,ñas,ANY,ANY,ANY,ANY
er,ñ,ANY,3,0,0,1,ña,ANY,ANY,ANY,ANY
er,ñ,ANY,1,1,0,1,ñamos,ANY,ANY,ANY,ANY
er,ñ,ANY,2,1,0,1,ñáis,ANY,ANY,ANY,ANY
er,ñ,ANY,3,1,0,1,ñan,ANY,ANY,ANY,ANY
er,en,ANY,1,0,0,1,enga,ANY,ANY,ANY,ANY
er,en,ANY,2,0,0,1,engas,ANY,ANY,ANY,ANY
er,en,ANY,3,0,0,1,enga,ANY,ANY,ANY,ANY
er,en,ANY,1,1,0,1,engamos,ANY,ANY,ANY,ANY
er,en,ANY,2,1,0,1,engáis,ANY,ANY,ANY,ANY
er,en,ANY,3,1,0,1,engan,ANY,ANY,ANY,ANY
er,ANY,tra,1,0,0,1,a,ANY,traig,ANY,ANY
er,ANY,tra,2,0,0,1,as,ANY,traig,ANY,ANY
er,ANY,tra,3,0,0,1,a,ANY,traig,ANY,ANY
er,ANY,tra,1,1,0,1,amos,ANY,traig,ANY,ANY
er,ANY,tra,2,1,0,1,áis,ANY,traig,ANY,ANY
er,ANY,tra,3,1,0,1,an,ANY,traig,ANY,ANY
er,ANY,val,1,0,0,1,a,ANY,valg,ANY,ANY
er,ANY,val,2,0,0,1,as,ANY,valg,ANY,ANY
er,ANY,val,3,0,0,1,a,ANY,valg,ANY,ANY
er,ANY,val,1,1,0,1,amos,ANY,valg,ANY,ANY
er,ANY,val,2,1,0,1,áis,ANY,valg,ANY,ANY
er,ANY,val,3,1,0,1,an,ANY,valg,ANY,ANY
er,v,ANY,1,0,0,1,vea,ANY,ANY,ANY,ANY
er,v,ANY,2,0,0,1,veas,ANY,ANY,ANY,ANY
er,v,ANY,3,0,0,1,vea,ANY,ANY,ANY,ANY
er,v,ANY,1,1,0,1,veamos,ANY,ANY,ANY,ANY
er,v,ANY,2,1,0,1,veáis,ANY,ANY,ANY,ANY
er,v,ANY,3,1,0,1,vean,ANY,ANY,ANY,ANY
er,ANY,yac,1,0,0,1,a,ANY,yazc,yazg,yag
er,ANY,yac,2,0,0,1,as,ANY,yazc,yazg,yag
er,ANY,yac,3,0,0,1,a,ANY,yazc,yazg,yag
er,ANY,yac,1,1,0,1,amos,ANY,yazc,yazg,yag
er,ANY,yac,2,1,0,1,áis,ANY,yazc,yazg,yag
er,ANY,yac,3,1,0,1,an,ANY,yazc,yazg,yag
er,ec,ANY,1,0,1,1,eciera,eciese,ANY,ANY,ANY
er,ec,ANY,2,0,1,1,ecieras,ecieses,ANY,ANY,ANY
er,ec,ANY,3,0,1,1,eciera,eciese,ANY,ANY,ANY
er,ec,ANY,1,1,1,1,eciéramos,eciésemos,ANY,ANY,ANY
er,ec,ANY,2,1,1,1,ecierais,ecieseis,ANY,ANY,ANY
er,ec,ANY,3,1,1,1,ecieran,eciesen,ANY,ANY,ANY
er,ANY,cab,1,0,1,1,iera,iese,cup,ANY,ANY
er,ANY,cab,2,0,1,1,ieras,ieses,cup,ANY,ANY
er,ANY,cab,3,0,1,1,iera,iese,cup,ANY,ANY
er,ANY,cab,1,1,1,1,iéramos,iésemos,cup,ANY,ANY
er,ANY,cab,2,1,1,1,ierais,ieseis,cup,ANY,ANY
er,ANY,cab,3,1,1,1,ieran,iesen,cup,ANY,ANY
er,ca,ANY,1,0,1,1,cayera,cayese,ANY,ANY,ANY
er,ca,ANY,2,0,1,1,cayeras,cayeses,ANY,ANY,ANY
er,ca,ANY,3,0,1,1,cayera,cayese,ANY,ANY,ANY
er,ca,ANY,1,1,1,1,cayéramos,cayésemos,ANY,ANY,ANY
er,ca,ANY,2,1,1,1,cayerais,cayeseis,ANY,ANY,ANY
er,ca,ANY,3,1,1,1,cayeran,cayesen,ANY,ANY,ANY
er,ANY,e,1,0,1,1,iera,iese,e,ANY,ANY
er,ANY,e,2,0,1,1,ieras,ieses,e,ANY,ANY
er,ANY,e,3,0,1,1,iera,iese,e,ANY,ANY
er,ANY,e,1,1,1,1,iéramos,iésemos,e,ANY,ANY
er,ANY,e,2,1,1,1,ierais,ieseis,e,ANY,ANY
er,ANY,e,3,1,1,1,ieran,iesen,e,ANY,ANY
er,hab,ANY,1,0,1,1,hubiera,hubiese,ANY,ANY,ANY
er,hab,ANY,2,0,1,1,hubieras,hubieses,ANY,ANY,ANY
er,hab,ANY,3,0,1,1,hubiera,hubiese,ANY,ANY,ANY
er,hab,ANY,1,1,1,1,hubiéramos,hubiésemos,ANY,ANY,ANY
er,hab,ANY,2,1,1,1,hubierais,hubieseis,ANY,ANY,ANY
er,hab,ANY,3,1,1,1,hubieran,hubiesen,ANY,ANY,ANY
er,ac,ANY,1,0,1,1,iciera,iciese,ANY,ANY,ANY
er,ac,ANY,2,0,1,1,icieras,icieses,ANY,ANY,ANY
er,ac,ANY,3,0,1,1,iciera,iciese,ANY,ANY,ANY
er,ac,ANY,1,1,1,1,iciéramos,iciésemos,ANY,ANY,ANY
er,ac,ANY,2,1,1,1,icierais,icieseis,ANY,ANY,ANY
er,ac,ANY,3,1,1,1,icieran,iciesen,ANY,ANY,ANY
er,e,ANY,1,0,1,1,eyera,eyese,ANY,ANY,ANY
er,e,ANY,2,0,1,1,eyeras,eyeses,ANY,ANY,ANY
er,e,ANY,3,0,1,1,eyera,eyese,ANY,ANY,ANY
er,e,ANY,1,1,1,1,eyéramos,eyésemos,ANY,ANY,ANY
er,e,ANY,2,1,1,1,eyerais,eyeseis,ANY,ANY,ANY
er,e,ANY,3,1,1,1,eyeran,eyesen,ANY,ANY,ANY
er,ANY,o,1,0,1,1,iera,iese,o,ANY,ANY
er,ANY,o,2,0,1,1,ieras,ieses,o,ANY,ANY
er,ANY,o,3,0,1,1,iera,iese,o,ANY,ANY
er,ANY,o,1,1,1,1,iéramos,iésemos,o,ANY,ANY
er,ANY,o,2,1,1,1,ierais,ieseis,o,ANY,ANY
er,ANY,o,3,1,1,1,ieran,iesen,o,ANY,ANY
er,c,o,1,0,1,1,ciera,ciese,o,ANY,ANY
er,c,o,2,0,1,1,cieras,cieses,o,ANY,ANY
er,c,o,3,0,1,1,ciera,ciese,o,ANY,ANY
er,c,o,1,1,1,1,ciéramos,ciésemos,o,ANY,ANY
er,c,o,2,1,1,1,cierais,cieseis,o,ANY,ANY
er,c,o,3,1,1,1,cieran,ciesen,o,ANY,ANY
er,ANY,ol,1,0,1,1,iera,iese,ol,ANY,ANY
er,ANY,ol,2,0,1,1,ieras,ieses,ol,ANY,ANY
er,ANY,ol,3,0,1,1,iera,iese,ol,ANY,ANY
er,ANY,ol,1,1,1,1,iéramos,iésemos,ol,ANY,ANY
er,ANY,ol,2,1,1,1,ierais,ieseis,ol,ANY,ANY
er,ANY,ol,3,1,1,1,ieran,iesen,ol,ANY,ANY
er,pon,ANY,1,0,1,1,pusiera,pusiese,ANY,ANY,ANY
er,pon,ANY,2,0,1,1,pusieras,pusieses,ANY,ANY,ANY
er,pon,ANY,3,0,1,1,pusiera,pusiese,ANY,ANY,ANY
er,pon,ANY,1,1,1,1,pusiéramos,pusiésemos,ANY,ANY,ANY
er,pon,ANY,2,1,1,1,pusierais,pusieseis,ANY,ANY,ANY
er,pon,ANY,3,1,1,1,pusieran,pusiesen,ANY,ANY,ANY
er,ANY,quer,1,0,1,1,iera,iese,quis,ANY,ANY
er,ANY,quer,2,0,1,1,ieras,ieses,quis,ANY,ANY
er,ANY,quer,3,0,1,1,iera,iese,quis,ANY,ANY
er,ANY,quer,1,1,1,1,iéramos,iésemos,quis,ANY,ANY
er,ANY,quer,2,1,1,1,ierais,ieseis,quis,ANY,ANY
er,ANY,quer,3,1,1,1,ieran,iesen,quis,ANY,ANY
er,ANY,ra,1,0,1,1,yera,yese,ra,ANY,ANY
er,ANY,ra,2,0,1,1,yeras,yeses,ra,ANY,ANY
er,ANY,ra,3,0,1,1,yera,yese,ra,ANY,ANY
er,ANY,ra,1,1,1,1,yéramos,yésemos,ra,ANY,ANY
er,ANY,ra,2,1,1,1,yerais,yeseis,ra,ANY,ANY
er,ANY,ra,3,1,1,1,yeran,yesen,ra,ANY,ANY
er,ñ,ANY,1,0,1,1,ñera,ñese,ANY,ANY,ANY
er,ñ,ANY,2,0,1,1,ñeras,ñeses,ANY,ANY,ANY
er,ñ,ANY,3,0,1,1,ñera,ñese,ANY,ANY,ANY
er,ñ,ANY,1,1,1,1,ñéramos,ñésemos,ANY,ANY,ANY
er,ñ,ANY,2,1,1,1,ñerais,ñeseis,ANY,ANY,ANY
er,ñ,ANY,3,1,1,1,ñeran,ñesen,ANY,ANY,ANY
er,en,ANY,1,0,1,1,uviera,uviese,ANY,ANY,ANY
er,en,ANY,2,0,1,1,uvieras,uvieses,ANY,ANY,ANY
er,en,ANY,3,0,1,1,uviera,uviese,ANY,ANY,ANY
er,en,ANY,1,1,1,1,uviéramos,uviésemos,ANY,ANY,ANY
er,en,ANY,2,1,1,1,uvierais,uvieseis,ANY,ANY,ANY
er,en,ANY,3,1,1,1,uvieran,uviesen,ANY,ANY,ANY
er,ANY,tra,1,0,1,1,era,ese,traj,ANY,ANY
er,ANY,tra,2,0,1,1,eras,eses,traj,ANY,ANY
er,ANY,tra,3,0,1,1,era,ese,traj,ANY,ANY
er,ANY,tra,1,1,1,1,éramos,ésemos,traj,ANY,ANY
er,ANY,tra,2,1,1,1,erais,eseis,traj,ANY,ANY
er,ANY,tra,3,1,1,1,eran,esen,traj,ANY,ANY
er,ANY,val,1,0,1,1,iera,iese,val,ANY,ANY
er,ANY,val,2,0,1,1,ieras,ieses,val,ANY,ANY
er,ANY,val,3,0,1,1,iera,iese,val,ANY,ANY
er,ANY,val,1,1,1,1,iéramos,iésemos,val,ANY,ANY
er,ANY,val,2,1,1,1,ierais,ieseis,val,ANY,ANY
er,ANY,val,3,1,1,1,ieran,iesen,val,ANY,ANY
er,v,ANY,1,0,1,1,viera,viese,ANY,ANY,ANY
er,v,ANY,2,0,1,1,vieras,vieses,ANY,ANY,ANY
er,v,ANY,3,0,1,1,viera,viese,ANY,ANY,ANY
er,v,ANY,1,1,1,1,viéramos,viésemos,ANY,ANY,ANY
er,v,ANY,2,1,1,1,vierais,vieseis,ANY,ANY,ANY
er,v,ANY,3,1,1,1,vieran,viesen,ANY,ANY,ANY
er,ANY,yac,1,0,1,1,iera,iese,yac,ANY,ANY
er,ANY,yac,2,0,1,1,ieras,ieses,yac,ANY,ANY
er,ANY,yac,3,0,1,1,iera,iese,yac,ANY,ANY
er,ANY,yac,1,1,1,1,iéramos,iésemos,yac,ANY,ANY
er,ANY,yac,2,1,1,1,ierais,ieseis,yac,ANY,ANY
er,ANY,yac,3,1,1,1,ieran,iesen,yac,ANY,ANY
er,ec,ANY,1,0,2,1,eciere,ANY,ANY,ANY,ANY
er,ec,ANY,2,0,2,1,ecieres,ANY,ANY,ANY,ANY
er,ec,ANY,3,0,2,1,eciere,ANY,ANY,ANY,ANY
er,ec,ANY,1,1,2,1,eciéremos,ANY,ANY,ANY,ANY
er,ec,ANY,2,1,2,1,eciereis,ANY,ANY,ANY,ANY
er,ec,ANY,3,1,2,1,ecieren,ANY,ANY,ANY,ANY
er,ANY,cab,1,0,2,1,iere,ANY,cup,ANY,ANY
er,ANY,cab,2,0,2,1,ieres,ANY,cup,ANY,ANY
er,ANY,cab,3,0,2,1,iere,ANY,cup,ANY,ANY
er,ANY,cab,1,1,2,1,iéremos,ANY,cup,ANY,ANY
er,ANY,cab,2,1,2,1,iereis,ANY,cup,ANY,ANY
er,ANY,cab,3,1,2,1,ieren,ANY,cup,ANY,ANY
er,ca,ANY,1,0,2,1,cayere,ANY,ANY,ANY,ANY
er,ca,ANY,2,0,2,1,cayeres,ANY,ANY,ANY,ANY
er,ca,ANY,3,0,2,1,cayere,ANY,ANY,ANY,ANY
er,ca,ANY,1,1,2,1,cayéremos,ANY,ANY,ANY,ANY
er,ca,ANY,2,1,2,1,cayereis,ANY,ANY,ANY,ANY
er,ca,ANY,3,1,2,1,cayeren,ANY,ANY,ANY,ANY
er,ANY,e,1,0,2,1,iere,ANY,e,ANY,ANY
er,ANY,e,2,0,2,1,ieres,ANY,e,ANY,ANY
er,ANY,e,3,0,2,1,iere,ANY,e,ANY,ANY
er,ANY,e,1,1,2,1,iéremos,ANY,e,ANY,ANY
er,ANY,e,2,1,2,1,iereis,ANY,e,ANY,ANY
er,ANY,e,3,1,2,1,ieren,ANY,e,ANY,ANY
er,hab,ANY,1,0,2,1,hubiere,ANY,ANY,ANY,ANY
er,hab,ANY,2,0,2,1,hubieres,ANY,ANY,ANY,ANY
er,hab,ANY,3,0,2,1,hubiere,ANY,ANY,ANY,ANY
er,hab,ANY,1,1,2,1,hubiéremos,ANY,ANY,ANY,ANY
er,hab,ANY,2,1,2,1,hubiereis,ANY,ANY,ANY,ANY
er,hab,ANY,3,1,2,1,hubieren,ANY,ANY,ANY,ANY
er,ac,ANY,1,0,2,1,iciere,ANY,ANY,ANY,ANY
